run_id,method,dimension,dataset_id,heldout_batch,seed,metric,population,value,status,reason,implementation,comparison_eligible,n_labels_tested
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,within_label_silhouette__donor,reference,-0.240867584389342,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=17; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,17.0
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,within_label_silhouette__patientGroup,reference,0.1936129206329697,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=15; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,15.0
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,within_label_silhouette__study,query,,not_applicable,Historical study panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,within_label_silhouette__sample_ID,query,,not_applicable,Historical sample_ID panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,within_label_silhouette__donor,query,,not_applicable,No cell type has at least 10 cells and a mathematically valid multi-group silhouette,scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,0.0
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,within_label_silhouette__patientGroup,query,,not_applicable,No cell type has at least 10 cells and a mathematically valid multi-group silhouette,scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,0.0
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,within_label_silhouette__study,joint,,not_applicable,Historical study panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,within_label_silhouette__sample_ID,joint,,not_applicable,Historical sample_ID panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,within_label_silhouette__donor,joint,-0.2418326616019238,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=17; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,17.0
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,within_label_silhouette__patientGroup,joint,0.1944823993933817,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=15; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,15.0
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,PCR_batch,joint,0.7059990477493303,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 pcr_comparison with source-invariant pcr_before cache,True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,ASW_label/batch,joint,0.7393316479279584,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette_batch then mean over labels,True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,batchASW,joint,0.7393316479279584,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette_batch then mean over labels,True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,iLISI,joint,1.8156004910189736,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph LISI,True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,graph_conn,joint,0.9378376761597056,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph_connectivity,True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,kBET,joint,0.0004223872630291,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 kBET: 1 - mean(per-label R average.pval),True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,NMI_cluster/label,joint,0.8404899913454428,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 opt_louvain + nmi(arithmetic),True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,ARI_cluster/label,joint,0.4971297889198487,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 opt_louvain + ari,True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,ASW_label,joint,0.965482085943222,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette,True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,labelASW,joint,0.965482085943222,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette,True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,isolated_label_F1,joint,0.9870129870129868,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 isolated_labels(cluster=True),True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,isolated_label_silhouette,joint,0.5135470870882273,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 isolated_labels(cluster=False; binary label-vs-rest ASW),True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,cLISI,joint,1.0,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph LISI,True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,hvg_overlap,joint,,not_applicable,The official scIB pipeline disables HVG overlap for embedding outputs.,official scIB applicability rules,True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,cell_cycle_conservation,joint,0.7604059083227712,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 cell_cycle with source-invariant score cache,True,
historical__sclsc_refonly__d16__lung_atlas__3__s42,sclsc_refonly,16,lung_atlas,3,42,trajectory,joint,,not_applicable,The original AnnData has no obs['dpt_pseudotime'] column.,official scIB applicability rules,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,macro_f1,query,0.8675897353108695,computed,"Full-reference distance-weighted 15NN, Minkowski p=2; labels=unique(query truth); zero_division=0",,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,balanced_accuracy,query,0.878313171896707,computed,"Mean recall over query true classes, including classes absent from reference",,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,trustworthiness,reference,0.9246987005744242,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,pseudotime_smoothness,reference,,not_applicable,Original pseudotime smoothness protocol applies only to Immune,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,trustworthiness,query,0.92136135188527,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,pseudotime_smoothness,query,,not_applicable,Original pseudotime smoothness protocol applies only to Immune,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,trustworthiness,joint,0.9247257394084732,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,pseudotime_smoothness,joint,,not_applicable,Original pseudotime smoothness protocol applies only to Immune,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,within_label_silhouette__study,reference,,not_applicable,Historical study panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,within_label_silhouette__sample_ID,reference,,not_applicable,Historical sample_ID panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,within_label_silhouette__donor,reference,-0.2156084458098416,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=17; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,17.0
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,within_label_silhouette__patientGroup,reference,0.2331528948634135,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=15; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,15.0
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,within_label_silhouette__study,query,,not_applicable,Historical study panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,within_label_silhouette__sample_ID,query,,not_applicable,Historical sample_ID panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,within_label_silhouette__donor,query,,not_applicable,No cell type has at least 10 cells and a mathematically valid multi-group silhouette,scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,0.0
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,within_label_silhouette__patientGroup,query,,not_applicable,No cell type has at least 10 cells and a mathematically valid multi-group silhouette,scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,0.0
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,within_label_silhouette__study,joint,,not_applicable,Historical study panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,within_label_silhouette__sample_ID,joint,,not_applicable,Historical sample_ID panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,within_label_silhouette__donor,joint,-0.216659393748,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=17; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,17.0
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,within_label_silhouette__patientGroup,joint,0.2335007482756128,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=15; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,15.0
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,PCR_batch,joint,0.7724023591860949,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 pcr_comparison with source-invariant pcr_before cache,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,ASW_label/batch,joint,0.7276332183925416,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette_batch then mean over labels,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,batchASW,joint,0.7276332183925416,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette_batch then mean over labels,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,iLISI,joint,1.7933977736572355,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph LISI,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,graph_conn,joint,0.8800677535602313,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph_connectivity,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,kBET,joint,0.0005135706626496,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 kBET: 1 - mean(per-label R average.pval),True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,NMI_cluster/label,joint,0.8368703711904869,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 opt_louvain + nmi(arithmetic),True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,ARI_cluster/label,joint,0.5032299286242072,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 opt_louvain + ari,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,ASW_label,joint,0.9629253447055816,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,labelASW,joint,0.9629253447055816,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,isolated_label_F1,joint,0.9894490035169988,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 isolated_labels(cluster=True),True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,isolated_label_silhouette,joint,0.5135470870882273,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 isolated_labels(cluster=False; binary label-vs-rest ASW),True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,cLISI,joint,1.0,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph LISI,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,hvg_overlap,joint,,not_applicable,The official scIB pipeline disables HVG overlap for embedding outputs.,official scIB applicability rules,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,cell_cycle_conservation,joint,0.6818142104944225,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 cell_cycle with source-invariant score cache,True,
historical__sclsc_refonly__d16__lung_atlas__3__s43,sclsc_refonly,16,lung_atlas,3,43,trajectory,joint,,not_applicable,The original AnnData has no obs['dpt_pseudotime'] column.,official scIB applicability rules,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,macro_f1,query,0.8281624648414315,computed,"Full-reference distance-weighted 15NN, Minkowski p=2; labels=unique(query truth); zero_division=0",,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,balanced_accuracy,query,0.8591109455516236,computed,"Mean recall over query true classes, including classes absent from reference",,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,trustworthiness,reference,0.9184939025523768,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,pseudotime_smoothness,reference,,not_applicable,Original pseudotime smoothness protocol applies only to Immune,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,trustworthiness,query,0.9215197862122692,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,pseudotime_smoothness,query,,not_applicable,Original pseudotime smoothness protocol applies only to Immune,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,trustworthiness,joint,0.9198907255590876,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,pseudotime_smoothness,joint,,not_applicable,Original pseudotime smoothness protocol applies only to Immune,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,within_label_silhouette__study,reference,,not_applicable,Historical study panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,within_label_silhouette__sample_ID,reference,,not_applicable,Historical sample_ID panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,within_label_silhouette__donor,reference,-0.2263231948346262,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=17; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,17.0
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,within_label_silhouette__patientGroup,reference,0.2565177032656698,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=15; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,15.0
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,within_label_silhouette__study,query,,not_applicable,Historical study panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,within_label_silhouette__sample_ID,query,,not_applicable,Historical sample_ID panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,within_label_silhouette__donor,query,,not_applicable,No cell type has at least 10 cells and a mathematically valid multi-group silhouette,scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,0.0
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,within_label_silhouette__patientGroup,query,,not_applicable,No cell type has at least 10 cells and a mathematically valid multi-group silhouette,scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,0.0
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,within_label_silhouette__study,joint,,not_applicable,Historical study panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,within_label_silhouette__sample_ID,joint,,not_applicable,Historical sample_ID panel is defined only for immune_cell_human,,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,within_label_silhouette__donor,joint,-0.2278458508179895,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=17; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,17.0
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,within_label_silhouette__patientGroup,joint,0.2586701486824452,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=15; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,15.0
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,PCR_batch,joint,0.7445204464820985,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 pcr_comparison with source-invariant pcr_before cache,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,ASW_label/batch,joint,0.7272260154806511,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette_batch then mean over labels,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,batchASW,joint,0.7272260154806511,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette_batch then mean over labels,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,iLISI,joint,1.8216108587719304,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph LISI,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,graph_conn,joint,0.9972408053564684,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph_connectivity,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,kBET,joint,0.0015435307117812,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 kBET: 1 - mean(per-label R average.pval),True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,NMI_cluster/label,joint,0.8322496458903152,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 opt_louvain + nmi(arithmetic),True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,ARI_cluster/label,joint,0.4830062939036327,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 opt_louvain + ari,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,ASW_label,joint,0.9621622860431672,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,labelASW,joint,0.9621622860431672,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 silhouette,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,isolated_label_F1,joint,0.9846517119244392,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 isolated_labels(cluster=True),True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,isolated_label_silhouette,joint,0.5135470870882273,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 isolated_labels(cluster=False; binary label-vs-rest ASW),True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,cLISI,joint,1.0,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 graph LISI,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,hvg_overlap,joint,,not_applicable,The official scIB pipeline disables HVG overlap for embedding outputs.,official scIB applicability rules,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,cell_cycle_conservation,joint,0.6270281098336861,computed,Computed by the locked scIB paper backend.,scIB 0.2.0 cell_cycle with source-invariant score cache,True,
historical__sclsc_refonly__d16__lung_atlas__3__s44,sclsc_refonly,16,lung_atlas,3,44,trajectory,joint,,not_applicable,The original AnnData has no obs['dpt_pseudotime'] column.,official scIB applicability rules,True,
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,macro_f1,query,0.7599163293106046,computed,"Full-reference distance-weighted 15NN, Minkowski p=2; labels=unique(query truth); zero_division=0",,True,
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,balanced_accuracy,query,0.8462233889011154,computed,"Mean recall over query true classes, including classes absent from reference",,True,
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,trustworthiness,reference,0.9464430018775676,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,pseudotime_smoothness,reference,,not_applicable,Original pseudotime smoothness protocol applies only to Immune,,True,
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,trustworthiness,query,0.9233543703278428,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,pseudotime_smoothness,query,,not_applicable,Original pseudotime smoothness protocol applies only to Immune,,True,
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,trustworthiness,joint,0.9488820329782686,computed,"Cached full-source PCA50; Euclidean k15; frozen shared IDs, seed40, maximum6000",,True,
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,pseudotime_smoothness,joint,,not_applicable,Original pseudotime smoothness protocol applies only to Immune,,True,
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,within_label_silhouette__study,reference,,not_applicable,Historical study panel is defined only for immune_cell_human,,True,
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,within_label_silhouette__sample_ID,reference,,not_applicable,Historical sample_ID panel is defined only for immune_cell_human,,True,
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,within_label_silhouette__donor,reference,-0.0782079777997828,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=17; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,17.0
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,within_label_silhouette__patientGroup,reference,0.2341005899564636,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=15; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,15.0
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,within_label_silhouette__study,query,,not_applicable,Historical study panel is defined only for immune_cell_human,,True,
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,within_label_silhouette__sample_ID,query,,not_applicable,Historical sample_ID panel is defined only for immune_cell_human,,True,
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,within_label_silhouette__donor,query,,not_applicable,No cell type has at least 10 cells and a mathematically valid multi-group silhouette,scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,0.0
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,within_label_silhouette__patientGroup,query,,not_applicable,No cell type has at least 10 cells and a mathematically valid multi-group silhouette,scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,0.0
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,within_label_silhouette__study,joint,,not_applicable,Historical study panel is defined only for immune_cell_human,,True,
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,within_label_silhouette__sample_ID,joint,,not_applicable,Historical sample_ID panel is defined only for immune_cell_human,,True,
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,within_label_silhouette__donor,joint,-0.0891081005202693,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=17; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,17.0
historical__solar_orthogonal__d128__lung_atlas__4__s40,solar_orthogonal,128,lung_atlas,4,40,within_label_silhouette__patientGroup,joint,0.2218582975985041,computed,"Original within_label_silhouette helper; cell-count weighting; labels_tested=15; shared original seed0 per-label cap8000; raw covariate association, not uniformly higher-is-better",scripts/biovalid_ref_query_joint.py::within_label_silhouette,True,15.0
