claim_id,doc,location,printed,kind,spec
Table S7-02540,si,Table S7,0.009,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""NMI_cluster/label"", ""population"": ""joint"", ""stat"": ""sd""}"
Table S7-02541,si,Table S7,3/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""NMI_cluster/label"", ""population"": ""joint"", ""stat"": ""D""}"
Table S7-02542,si,Table S7,9/9,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""NMI_cluster/label"", ""population"": ""joint"", ""stat"": ""B""}"
Table S7-02543,si,Table S7,45/45,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""NMI_cluster/label"", ""population"": ""joint"", ""stat"": ""F""}"
Table S7-02544,si,Table S7,–,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""NMI_cluster/label"", ""population"": ""joint"", ""stat"": ""na_code""}"
Table S7-02545,si,Table S7,0.871,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""PCR_batch"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S7-02546,si,Table S7,0.069,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""PCR_batch"", ""population"": ""joint"", ""stat"": ""sd""}"
Table S7-02547,si,Table S7,3/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""PCR_batch"", ""population"": ""joint"", ""stat"": ""D""}"
Table S7-02548,si,Table S7,9/9,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""PCR_batch"", ""population"": ""joint"", ""stat"": ""B""}"
Table S7-02549,si,Table S7,45/45,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""PCR_batch"", ""population"": ""joint"", ""stat"": ""F""}"
Table S7-02550,si,Table S7,–,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""PCR_batch"", ""population"": ""joint"", ""stat"": ""na_code""}"
Table S7-02551,si,Table S7,0.855,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
Table S7-02552,si,Table S7,0.053,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""sd""}"
Table S7-02553,si,Table S7,3/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""D""}"
Table S7-02554,si,Table S7,9/9,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""B""}"
Table S7-02555,si,Table S7,45/45,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""F""}"
Table S7-02556,si,Table S7,–,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""na_code""}"
Table S7-02557,si,Table S7,0.911,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""cLISI"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S7-02558,si,Table S7,0.086,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""cLISI"", ""population"": ""joint"", ""stat"": ""sd""}"
Table S7-02559,si,Table S7,3/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""cLISI"", ""population"": ""joint"", ""stat"": ""D""}"
Table S7-02560,si,Table S7,9/9,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""cLISI"", ""population"": ""joint"", ""stat"": ""B""}"
Table S7-02561,si,Table S7,45/45,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""cLISI"", ""population"": ""joint"", ""stat"": ""F""}"
Table S7-02562,si,Table S7,–,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""cLISI"", ""population"": ""joint"", ""stat"": ""na_code""}"
Table S7-02563,si,Table S7,0.536,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""cell_cycle_conservation"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S7-02564,si,Table S7,0.072,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""cell_cycle_conservation"", ""population"": ""joint"", ""stat"": ""sd""}"
Table S7-02565,si,Table S7,3/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""cell_cycle_conservation"", ""population"": ""joint"", ""stat"": ""D""}"
Table S7-02566,si,Table S7,9/9,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""cell_cycle_conservation"", ""population"": ""joint"", ""stat"": ""B""}"
Table S7-02567,si,Table S7,45/45,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""cell_cycle_conservation"", ""population"": ""joint"", ""stat"": ""F""}"
Table S7-02568,si,Table S7,–,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""cell_cycle_conservation"", ""population"": ""joint"", ""stat"": ""na_code""}"
Table S7-02569,si,Table S7,NA,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""hvg_overlap"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S7-02570,si,Table S7,–,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""hvg_overlap"", ""population"": ""joint"", ""stat"": ""sd""}"
Table S7-02571,si,Table S7,0/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""hvg_overlap"", ""population"": ""joint"", ""stat"": ""D""}"
Table S7-02572,si,Table S7,0/9,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""hvg_overlap"", ""population"": ""joint"", ""stat"": ""B""}"
Table S7-02573,si,Table S7,0/45,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""hvg_overlap"", ""population"": ""joint"", ""stat"": ""F""}"
Table S7-02574,si,Table S7,H,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""hvg_overlap"", ""population"": ""joint"", ""stat"": ""na_code""}"
Table S7-02575,si,Table S7,2.125,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""iLISI"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S7-02576,si,Table S7,0.302,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""iLISI"", ""population"": ""joint"", ""stat"": ""sd""}"
Table S7-02577,si,Table S7,3/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""iLISI"", ""population"": ""joint"", ""stat"": ""D""}"
Table S7-02578,si,Table S7,9/9,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""iLISI"", ""population"": ""joint"", ""stat"": ""B""}"
Table S7-02579,si,Table S7,45/45,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""iLISI"", ""population"": ""joint"", ""stat"": ""F""}"
Table S7-02580,si,Table S7,–,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""iLISI"", ""population"": ""joint"", ""stat"": ""na_code""}"
Table S7-02581,si,Table S7,0.501,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""isolated_label_silhouette"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S7-02582,si,Table S7,0.010,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""isolated_label_silhouette"", ""population"": ""joint"", ""stat"": ""sd""}"
Table S7-02583,si,Table S7,3/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""isolated_label_silhouette"", ""population"": ""joint"", ""stat"": ""D""}"
Table S7-02584,si,Table S7,9/9,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""isolated_label_silhouette"", ""population"": ""joint"", ""stat"": ""B""}"
Table S7-02585,si,Table S7,45/45,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""isolated_label_silhouette"", ""population"": ""joint"", ""stat"": ""F""}"
Table S7-02586,si,Table S7,–,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""isolated_label_silhouette"", ""population"": ""joint"", ""stat"": ""na_code""}"
Table S7-02587,si,Table S7,0.807,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
Table S7-02588,si,Table S7,0.091,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""sd""}"
Table S7-02589,si,Table S7,3/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""D""}"
Table S7-02590,si,Table S7,9/9,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""B""}"
Table S7-02591,si,Table S7,45/45,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""F""}"
Table S7-02592,si,Table S7,–,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""na_code""}"
Table S7-02593,si,Table S7,0.880,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S7-02594,si,Table S7,0.003,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""sd""}"
Table S7-02595,si,Table S7,1/1,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""D""}"
Table S7-02596,si,Table S7,3/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""B""}"
Table S7-02597,si,Table S7,15/15,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""F""}"
Table S7-02598,si,Table S7,S,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""joint"", ""stat"": ""na_code""}"
Table S7-02599,si,Table S7,0.969,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S7-02600,si,Table S7,–,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""stat"": ""sd""}"
Table S7-02601,si,Table S7,1/1,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""stat"": ""D""}"
Table S7-02602,si,Table S7,1/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""stat"": ""B""}"
Table S7-02603,si,Table S7,5/15,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""stat"": ""F""}"
Table S7-02604,si,Table S7,"P,S",summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""query"", ""stat"": ""na_code""}"
Table S7-02605,si,Table S7,0.864,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S7-02606,si,Table S7,0.026,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""sd""}"
Table S7-02607,si,Table S7,1/1,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""D""}"
Table S7-02608,si,Table S7,3/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""B""}"
Table S7-02609,si,Table S7,15/15,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""F""}"
Table S7-02610,si,Table S7,S,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""pseudotime_smoothness"", ""population"": ""reference"", ""stat"": ""na_code""}"
Table S7-02611,si,Table S7,0.830,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trajectory"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S7-02612,si,Table S7,0.027,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trajectory"", ""population"": ""joint"", ""stat"": ""sd""}"
Table S7-02613,si,Table S7,1/1,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trajectory"", ""population"": ""joint"", ""stat"": ""D""}"
Table S7-02614,si,Table S7,3/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trajectory"", ""population"": ""joint"", ""stat"": ""B""}"
Table S7-02615,si,Table S7,15/15,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trajectory"", ""population"": ""joint"", ""stat"": ""F""}"
Table S7-02616,si,Table S7,T,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trajectory"", ""population"": ""joint"", ""stat"": ""na_code""}"
Table S7-02617,si,Table S7,0.888,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S7-02618,si,Table S7,0.009,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""sd""}"
Table S7-02619,si,Table S7,2/2,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""D""}"
Table S7-02620,si,Table S7,6/6,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""B""}"
Table S7-02621,si,Table S7,30/30,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""F""}"
Table S7-02622,si,Table S7,S,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""joint"", ""stat"": ""na_code""}"
Table S7-02623,si,Table S7,0.946,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""mean""}"
Table S7-02624,si,Table S7,0.019,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""sd""}"
Table S7-02625,si,Table S7,2/2,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""D""}"
Table S7-02626,si,Table S7,6/6,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""B""}"
Table S7-02627,si,Table S7,30/30,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""F""}"
Table S7-02628,si,Table S7,S,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""query"", ""stat"": ""na_code""}"
Table S7-02629,si,Table S7,0.884,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S7-02630,si,Table S7,0.006,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""sd""}"
Table S7-02631,si,Table S7,2/2,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""D""}"
Table S7-02632,si,Table S7,6/6,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""B""}"
Table S7-02633,si,Table S7,30/30,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""F""}"
Table S7-02634,si,Table S7,S,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""trustworthiness"", ""population"": ""reference"", ""stat"": ""na_code""}"
Table S7-02635,si,Table S7,-0.052,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S7-02636,si,Table S7,0.004,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""joint"", ""stat"": ""sd""}"
Table S7-02637,si,Table S7,1/1,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""joint"", ""stat"": ""D""}"
Table S7-02638,si,Table S7,3/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""joint"", ""stat"": ""B""}"
Table S7-02639,si,Table S7,15/15,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""joint"", ""stat"": ""F""}"
Table S7-02640,si,Table S7,S,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""joint"", ""stat"": ""na_code""}"
Table S7-02641,si,Table S7,NA,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""query"", ""stat"": ""mean""}"
Table S7-02642,si,Table S7,–,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""query"", ""stat"": ""sd""}"
Table S7-02643,si,Table S7,0/1,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""query"", ""stat"": ""D""}"
Table S7-02644,si,Table S7,0/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""query"", ""stat"": ""B""}"
Table S7-02645,si,Table S7,0/15,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""query"", ""stat"": ""F""}"
Table S7-02646,si,Table S7,"C,S",summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""query"", ""stat"": ""na_code""}"
Table S7-02647,si,Table S7,-0.050,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S7-02648,si,Table S7,0.003,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""reference"", ""stat"": ""sd""}"
Table S7-02649,si,Table S7,1/1,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""reference"", ""stat"": ""D""}"
Table S7-02650,si,Table S7,3/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""reference"", ""stat"": ""B""}"
Table S7-02651,si,Table S7,15/15,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""reference"", ""stat"": ""F""}"
Table S7-02652,si,Table S7,S,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__donor"", ""population"": ""reference"", ""stat"": ""na_code""}"
Table S7-02653,si,Table S7,0.093,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S7-02654,si,Table S7,0.002,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""joint"", ""stat"": ""sd""}"
Table S7-02655,si,Table S7,1/1,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""joint"", ""stat"": ""D""}"
Table S7-02656,si,Table S7,3/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""joint"", ""stat"": ""B""}"
Table S7-02657,si,Table S7,15/15,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""joint"", ""stat"": ""F""}"
Table S7-02658,si,Table S7,S,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""joint"", ""stat"": ""na_code""}"
Table S7-02659,si,Table S7,NA,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""query"", ""stat"": ""mean""}"
Table S7-02660,si,Table S7,–,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""query"", ""stat"": ""sd""}"
Table S7-02661,si,Table S7,0/1,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""query"", ""stat"": ""D""}"
Table S7-02662,si,Table S7,0/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""query"", ""stat"": ""B""}"
Table S7-02663,si,Table S7,0/15,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""query"", ""stat"": ""F""}"
Table S7-02664,si,Table S7,"C,S",summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""query"", ""stat"": ""na_code""}"
Table S7-02665,si,Table S7,0.097,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""reference"", ""stat"": ""mean""}"
Table S7-02666,si,Table S7,0.001,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""reference"", ""stat"": ""sd""}"
Table S7-02667,si,Table S7,1/1,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""reference"", ""stat"": ""D""}"
Table S7-02668,si,Table S7,3/3,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""reference"", ""stat"": ""B""}"
Table S7-02669,si,Table S7,15/15,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""reference"", ""stat"": ""F""}"
Table S7-02670,si,Table S7,S,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__patientGroup"", ""population"": ""reference"", ""stat"": ""na_code""}"
Table S7-02671,si,Table S7,0.009,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__sample_ID"", ""population"": ""joint"", ""stat"": ""mean""}"
Table S7-02672,si,Table S7,0.022,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__sample_ID"", ""population"": ""joint"", ""stat"": ""sd""}"
Table S7-02673,si,Table S7,1/1,summary,"{""block"": ""B"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""within_label_silhouette__sample_ID"", ""population"": ""joint"", ""stat"": ""D""}"
